Game,School,Year,opp_name,same_conf,outcome,pts,opp_pts,home_game,height_diversity,ethnic_diversity,region_diversity,class_diversity,school_diversity,degree_diversity,experience_with_opponent,experience_in_arena,conference_size,conf_wl,opp_games_played,opponent_win_loss,Coach_Name,Coaching_Years,Coach_Win_Loss_Perc,Coach_NCAA_appear,Team_Comp_Change,Percentage_Dif_Points
28,princeton,2007,Pennsylvania,1,-16,48,64,1,0.110726644,0.698961938,0.581314879,0.581314879,0.456747405,0.602076125,2,11,8,0.6,29,0.69,Joe Scott,3,0.491,1,0.4286,-0.333333333
1,princeton,2008,Central Connecticut State,0,2,59,57,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,13,11,0.64,34,0.647,Sydney Johnson,1,0.458,1,0.55,0.033898305
2,princeton,2008,Iona,0,8,66,58,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,13,10,0.597,30,0.067,Sydney Johnson,1,0.458,1,0.55,0.121212121
3,princeton,2008,Duke,0,-22,61,83,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,3,12,0.642,33,0.667,Sydney Johnson,1,0.458,1,0.55,-0.360655738
4,princeton,2008,Arizona State,0,-19,42,61,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,3,0,0,30,0.267,Sydney Johnson,1,0.458,1,0.55,-0.452380952
5,princeton,2008,Chaminade,0,-4,70,74,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,3,0,0,0,0,Sydney Johnson,1,0.458,1,0.55,-0.057142857
6,princeton,2008,Seton Hall,0,-10,55,65,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,13,16,0.626,29,0.448,Sydney Johnson,1,0.458,1,0.55,-0.181818182
7,princeton,2008,Rutgers,0,-4,50,54,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,1,16,0.626,29,0.345,Sydney Johnson,1,0.458,1,0.55,-0.08
8,princeton,2008,Evansville,0,-21,32,53,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,1,10,0.597,31,0.452,Sydney Johnson,1,0.458,1,0.55,-0.65625
9,princeton,2008,Penn State,0,-23,38,61,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,1,11,0.64,30,0.367,Sydney Johnson,1,0.458,1,0.55,-0.605263158
10,princeton,2008,Manhattan,0,-5,66,71,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,13,10,0.597,30,0.433,Sydney Johnson,1,0.458,1,0.55,-0.075757576
11,princeton,2008,Marshall,0,-6,60,66,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,1,12,0.642,32,0.406,Sydney Johnson,1,0.458,1,0.55,-0.1
12,princeton,2008,Monmouth,0,-9,50,59,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,1,11,0.64,30,0.4,Sydney Johnson,1,0.458,1,0.55,-0.18
13,princeton,2008,Lehigh,0,-19,49,68,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,1,8,0.6,31,0.387,Sydney Johnson,1,0.458,1,0.55,-0.387755102
14,princeton,2008,Lafayette,0,-5,71,76,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,13,8,0.6,30,0.3,Sydney Johnson,1,0.458,1,0.55,-0.070422535
15,princeton,2008,Dominican (NY),0,14,60,46,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,1,13,0,0,0,0,Sydney Johnson,1,0.458,1,0.55,0.233333333
16,princeton,2008,Dartmouth,1,4,57,53,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,13,8,0.6,27,0.333,Sydney Johnson,1,0.458,1,0.55,0.070175439
17,princeton,2008,Harvard,1,14,68,54,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,13,8,0.6,28,0.429,Sydney Johnson,1,0.458,1,0.55,0.205882353
18,princeton,2008,Cornell,1,-11,61,72,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,1,8,0.6,28,0.571,Sydney Johnson,1,0.458,1,0.55,-0.180327869
19,princeton,2008,Columbia,1,-5,53,58,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,1,8,0.6,28,0.571,Sydney Johnson,1,0.458,1,0.55,-0.094339623
20,princeton,2008,Pennsylvania,1,-5,65,70,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,1,8,0.6,31,0.71,Sydney Johnson,1,0.458,1,0.55,-0.076923077
21,princeton,2008,Yale,1,-11,56,67,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,13,8,0.6,27,0.519,Sydney Johnson,1,0.458,1,0.55,-0.196428571
22,princeton,2008,Brown,1,-2,63,65,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,13,8,0.6,29,0.379,Sydney Johnson,1,0.458,1,0.55,-0.031746032
23,princeton,2008,Harvard,1,-7,67,74,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,1,8,0.6,28,0.429,Sydney Johnson,1,0.458,1,0.55,-0.104477612
24,princeton,2008,Dartmouth,1,-19,52,71,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,1,8,0.6,27,0.333,Sydney Johnson,1,0.458,1,0.55,-0.365384615
25,princeton,2008,Brown,1,-7,57,64,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,1,8,0.6,29,0.379,Sydney Johnson,1,0.458,1,0.55,-0.122807018
26,princeton,2008,Yale,1,-8,59,67,0,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,1,8,0.6,27,0.519,Sydney Johnson,1,0.458,1,0.55,-0.13559322
27,princeton,2008,Columbia,1,11,75,64,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,13,8,0.6,28,0.571,Sydney Johnson,1,0.458,1,0.55,0.146666667
28,princeton,2008,Cornell,1,-7,64,71,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,13,8,0.6,28,0.571,Sydney Johnson,1,0.458,1,0.55,-0.109375
29,princeton,2008,Pennsylvania,1,-13,47,60,1,0.132653061,0.612244898,0.642857143,0.244897959,0.459183673,0.612244898,2,13,8,0.6,31,0.71,Sydney Johnson,1,0.458,1,0.55,-0.276595745
1,princeton,2009,Central Michigan,0,-2,53,55,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,14,12,0.642,31,0.452,Sydney Johnson,2,0.207,0,0.4286,-0.037735849
2,princeton,2009,Maine,0,-3,55,58,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,14,9,0.583,30,0.233,Sydney Johnson,2,0.207,0,0.4286,-0.054545455
3,princeton,2009,Army,0,12,55,43,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,1,8,0.6,30,0.467,Sydney Johnson,2,0.207,0,0.4286,0.218181818
4,princeton,2009,Fordham,0,12,73,61,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,1,14,0.631,29,0.414,Sydney Johnson,2,0.207,0,0.4286,0.164383562
5,princeton,2009,South Carolina,0,-26,58,84,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,14,12,0.642,32,0.438,Sydney Johnson,2,0.207,0,0.4286,-0.448275862
6,princeton,2009,St. Bonaventure,0,-7,53,60,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,1,14,0.631,30,0.267,Sydney Johnson,2,0.207,0,0.4286,-0.132075472
7,princeton,2009,Rutgers,0,-5,44,49,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,14,16,0.626,31,0.355,Sydney Johnson,2,0.207,0,0.4286,-0.113636364
8,princeton,2009,Manhattan,0,-10,60,70,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,1,10,0.597,31,0.387,Sydney Johnson,2,0.207,0,0.4286,-0.166666667
9,princeton,2009,Central Connecticut State,0,-11,56,67,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,1,11,0.64,30,0.467,Sydney Johnson,2,0.207,0,0.4286,-0.196428571
10,princeton,2009,Lafayette,0,-1,53,54,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,1,8,0.6,30,0.5,Sydney Johnson,2,0.207,0,0.4286,-0.018867925
11,princeton,2009,North Carolina-Greensboro,0,10,65,55,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,14,12,0.642,31,0.613,Sydney Johnson,2,0.207,0,0.4286,0.153846154
12,princeton,2009,Lehigh,0,9,73,64,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,14,8,0.6,29,0.483,Sydney Johnson,2,0.207,0,0.4286,0.123287671
13,princeton,2009,Concordia (NY),0,20,64,44,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,1,14,0,0,0,0,Sydney Johnson,2,0.207,0,0.4286,0.3125
14,princeton,2009,Dartmouth,1,5,59,54,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,1,8,0.6,28,0.357,Sydney Johnson,2,0.207,0,0.4286,0.084745763
15,princeton,2009,Harvard,1,6,77,71,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,1,8,0.6,30,0.267,Sydney Johnson,2,0.207,0,0.4286,0.077922078
16,princeton,2009,Cornell,1,20,61,41,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,14,8,0.6,28,0.786,Sydney Johnson,2,0.207,0,0.4286,0.327868852
17,princeton,2009,Columbia,1,28,63,35,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,14,8,0.6,29,0.483,Sydney Johnson,2,0.207,0,0.4286,0.444444444
18,princeton,2009,Yale,1,-12,48,60,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,1,8,0.6,28,0.464,Sydney Johnson,2,0.207,0,0.4286,-0.25
19,princeton,2009,Brown,1,-18,43,61,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,1,8,0.6,29,0.655,Sydney Johnson,2,0.207,0,0.4286,-0.418604651
20,princeton,2009,Pennsylvania,1,-7,55,62,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,14,8,0.6,31,0.419,Sydney Johnson,2,0.207,0,0.4286,-0.127272727
21,princeton,2009,Harvard,1,3,58,55,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,14,8,0.6,30,0.267,Sydney Johnson,2,0.207,0,0.4286,0.051724138
22,princeton,2009,Dartmouth,1,-3,63,66,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,14,8,0.6,28,0.357,Sydney Johnson,2,0.207,0,0.4286,-0.047619048
23,princeton,2009,Brown,1,8,56,48,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,14,8,0.6,29,0.655,Sydney Johnson,2,0.207,0,0.4286,0.142857143
24,princeton,2009,Yale,1,8,62,54,1,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,14,8,0.6,28,0.464,Sydney Johnson,2,0.207,0,0.4286,0.129032258
25,princeton,2009,Columbia,1,-14,44,58,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,1,8,0.6,29,0.483,Sydney Johnson,2,0.207,0,0.4286,-0.318181818
26,princeton,2009,Cornell,1,-9,51,60,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,1,8,0.6,28,0.786,Sydney Johnson,2,0.207,0,0.4286,-0.176470588
27,princeton,2009,Pennsylvania,1,3,59,56,0,0.1171875,0.328125,0.7421875,0,0.5,0.6015625,2,1,8,0.6,31,0.419,Sydney Johnson,2,0.207,0,0.4286,0.050847458
1,princeton,2010,Central Michigan,0,3,71,68,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,12,0.642,31,0.387,Sydney Johnson,3,0.339,0,0.5556,0.042253521
2,princeton,2010,Manhattan,0,7,61,54,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,14,10,0.597,30,0.533,Sydney Johnson,3,0.339,0,0.5556,0.114754098
3,princeton,2010,Army,0,-4,52,56,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,14,8,0.6,30,0.367,Sydney Johnson,3,0.339,0,0.5556,-0.076923077
4,princeton,2010,George Washington,0,-15,50,65,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,14,0.631,28,0.357,Sydney Johnson,3,0.339,0,0.5556,-0.3
5,princeton,2010,University of California,0,-21,60,81,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,0,0,33,0.667,Sydney Johnson,3,0.339,0,0.5556,-0.35
6,princeton,2010,Rutgers,0,-14,44,58,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,16,0.626,32,0.344,Sydney Johnson,3,0.339,0,0.5556,-0.318181818
7,princeton,2010,Lafayette,0,14,62,48,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,14,8,0.6,30,0.267,Sydney Johnson,3,0.339,0,0.5556,0.225806452
8,princeton,2010,North Carolina-Greensboro,0,15,65,50,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,12,0.642,30,0.167,Sydney Johnson,3,0.339,0,0.5556,0.230769231
9,princeton,2010,Monmouth,0,4,46,42,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,14,11,0.64,31,0.258,Sydney Johnson,3,0.339,0,0.5556,0.086956522
10,princeton,2010,Wagner,0,3,45,42,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,14,11,0.64,30,0.533,Sydney Johnson,3,0.339,0,0.5556,0.066666667
11,princeton,2010,Saint Joseph's,0,8,70,62,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,14,0.631,32,0.531,Sydney Johnson,3,0.339,0,0.5556,0.114285714
12,princeton,2010,Maine,0,-2,50,52,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,9,0.583,30,0.3,Sydney Johnson,3,0.339,0,0.5556,-0.04
13,princeton,2010,Marist,0,19,77,58,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,10,0.597,33,0.303,Sydney Johnson,3,0.339,0,0.5556,0.246753247
14,princeton,2010,Goucher,0,53,88,35,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,14,0,0,0,0,Sydney Johnson,3,0.339,0,0.5556,0.602272727
15,princeton,2010,Brown,1,17,63,46,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,1,8,0.6,28,0.321,Sydney Johnson,3,0.339,0,0.5556,0.26984127
16,princeton,2010,Yale,1,13,58,45,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,1,8,0.6,28,0.464,Sydney Johnson,3,0.339,0,0.5556,0.224137931
17,princeton,2010,Harvard,1,3,56,53,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,1,8,0.6,28,0.5,Sydney Johnson,3,0.339,0,0.5556,0.053571429
18,princeton,2010,Dartmouth,1,16,54,38,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,1,8,0.6,28,0.321,Sydney Johnson,3,0.339,0,0.5556,0.296296296
19,princeton,2010,Columbia,1,10,55,45,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,14,8,0.6,28,0.429,Sydney Johnson,3,0.339,0,0.5556,0.181818182
20,princeton,2010,Cornell,1,-3,45,48,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,14,8,0.6,31,0.677,Sydney Johnson,3,0.339,0,0.5556,-0.066666667
21,princeton,2010,Pennsylvania,1,7,58,51,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,1,8,0.6,28,0.357,Sydney Johnson,3,0.339,0,0.5556,0.120689655
22,princeton,2010,Yale,1,24,82,58,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,14,8,0.6,28,0.464,Sydney Johnson,3,0.339,0,0.5556,0.292682927
23,princeton,2010,Brown,1,-3,54,57,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,14,8,0.6,28,0.321,Sydney Johnson,3,0.339,0,0.5556,-0.055555556
24,princeton,2010,Cornell,1,-3,47,50,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,1,8,0.6,31,0.677,Sydney Johnson,3,0.339,0,0.5556,-0.063829787
25,princeton,2010,Columbia,1,15,67,52,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,1,8,0.6,28,0.429,Sydney Johnson,3,0.339,0,0.5556,0.223880597
26,princeton,2010,Dartmouth,1,28,71,43,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,14,8,0.6,28,0.321,Sydney Johnson,3,0.339,0,0.5556,0.394366197
27,princeton,2010,Harvard,1,3,54,51,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,14,8,0.6,28,0.5,Sydney Johnson,3,0.339,0,0.5556,0.055555556
28,princeton,2010,Pennsylvania,1,12,68,56,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,2,14,8,0.6,28,0.357,Sydney Johnson,3,0.339,0,0.5556,0.176470588
29,princeton,2010,Duquesne,0,14,65,51,1,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,14,14,0.631,34,0.618,Sydney Johnson,3,0.339,0,0.5556,0.215384615
30,princeton,2010,IUPUI,0,6,74,68,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,10,0.597,30,0.533,Sydney Johnson,3,0.339,0,0.5556,0.081081081
31,princeton,2010,Saint Louis,0,-10,59,69,0,0.1171875,0.21875,0.71875,0,0.5,0.6171875,1,1,14,0.631,32,0.563,Sydney Johnson,3,0.339,0,0.5556,-0.169491525
1,princeton,2011,Rutgers,0,5,78,73,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,13,16,0.626,32,0.469,Sydney Johnson,4,0.471,0,0.55,0.064102564
2,princeton,2011,Duke,0,-37,60,97,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,1,12,0.642,40,0.875,Sydney Johnson,4,0.471,0,0.55,-0.616666667
3,princeton,2011,James Madison,0,-1,64,65,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,1,12,0.642,33,0.394,Sydney Johnson,4,0.471,0,0.55,-0.015625
4,princeton,2011,Bucknell,0,11,66,55,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,13,8,0.6,31,0.452,Sydney Johnson,4,0.471,0,0.55,0.166666667
5,princeton,2011,Presbyterian,0,-2,67,69,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,1,10,0.597,0,0,Sydney Johnson,4,0.471,0,0.55,-0.029850746
6,princeton,2011,Siena,0,9,86,77,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,13,10,0.597,34,0.794,Sydney Johnson,4,0.471,0,0.55,0.104651163
7,princeton,2011,Lafayette,0,18,82,64,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,1,8,0.6,32,0.594,Sydney Johnson,4,0.471,0,0.55,0.219512195
8,princeton,2011,Saint Joseph's,0,9,74,65,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,13,14,0.631,31,0.355,Sydney Johnson,4,0.471,0,0.55,0.121621622
9,princeton,2011,Monmouth,0,3,64,61,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,1,12,0.642,31,0.387,Sydney Johnson,4,0.471,0,0.55,0.046875
10,princeton,2011,Tulsa,0,4,82,78,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,1,12,0.642,35,0.657,Sydney Johnson,4,0.471,0,0.55,0.048780488
11,princeton,2011,Wagner,0,12,69,57,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,1,12,0.642,31,0.161,Sydney Johnson,4,0.471,0,0.55,0.173913043
12,princeton,2011,Towson,0,10,75,65,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,1,12,0.642,31,0.323,Sydney Johnson,4,0.471,0,0.55,0.133333333
13,princeton,2011,Northeastern,0,2,65,63,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,2,12,0.642,33,0.606,Sydney Johnson,4,0.471,0,0.55,0.030769231
14,princeton,2011,Central Florida,0,-6,62,68,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,2,12,0.642,32,0.469,Sydney Johnson,4,0.471,0,0.55,-0.096774194
15,princeton,2011,Marist,0,11,68,57,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,13,10,0.597,30,0.033,Sydney Johnson,4,0.471,0,0.55,0.161764706
16,princeton,2011,College of New Jersey,0,33,73,40,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,13,0,0,0,0,Sydney Johnson,4,0.471,0,0.55,0.452054795
17,princeton,2011,Brown,1,18,78,60,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,13,8,0.6,31,0.355,Sydney Johnson,4,0.471,0,0.55,0.230769231
18,princeton,2011,Yale,1,4,67,63,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,13,8,0.6,31,0.387,Sydney Johnson,4,0.471,0,0.55,0.059701493
19,princeton,2011,Harvard,1,4,65,61,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,3,13,8,0.6,29,0.724,Sydney Johnson,4,0.471,0,0.55,0.061538462
20,princeton,2011,Dartmouth,1,15,68,53,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,13,8,0.6,28,0.179,Sydney Johnson,4,0.471,0,0.55,0.220588235
21,princeton,2011,Pennsylvania,1,3,62,59,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,13,8,0.6,28,0.214,Sydney Johnson,4,0.471,0,0.55,0.048387097
22,princeton,2011,Columbia,1,30,76,46,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,1,8,0.6,28,0.393,Sydney Johnson,4,0.471,0,0.55,0.394736842
23,princeton,2011,Cornell,1,2,57,55,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,1,8,0.6,34,0.853,Sydney Johnson,4,0.471,0,0.55,0.035087719
24,princeton,2011,Yale,1,7,58,51,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,1,8,0.6,31,0.387,Sydney Johnson,4,0.471,0,0.55,0.120689655
25,princeton,2011,Brown,1,-10,65,75,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,1,8,0.6,31,0.355,Sydney Johnson,4,0.471,0,0.55,-0.153846154
26,princeton,2011,Cornell,1,18,84,66,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,13,8,0.6,34,0.853,Sydney Johnson,4,0.471,0,0.55,0.214285714
27,princeton,2011,Columbia,1,5,66,61,1,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,13,8,0.6,28,0.393,Sydney Johnson,4,0.471,0,0.55,0.075757576
28,princeton,2011,Dartmouth,1,22,77,55,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,1,8,0.6,28,0.179,Sydney Johnson,4,0.471,0,0.55,0.285714286
29,princeton,2011,Harvard,1,-12,67,79,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,3,1,8,0.6,29,0.724,Sydney Johnson,4,0.471,0,0.55,-0.179104478
30,princeton,2011,Pennsylvania,1,12,70,58,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,2,1,8,0.6,28,0.214,Sydney Johnson,4,0.471,0,0.55,0.171428571
31,princeton,2011,Harvard,1,1,63,62,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,3,0,8,0.6,29,0.724,Sydney Johnson,4,0.471,0,0.55,0.015873016
32,princeton,2011,Kentucky,0,-2,57,59,0,0.124444444,0.337777778,0.657777778,0,0.48,0.586666667,1,0,12,0.642,38,0.921,Sydney Johnson,4,0.471,0,0.55,-0.035087719
1,princeton,2012,Wagner,0,-16,57,73,1,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,12,12,0.642,30,0.433,Mitch Henderson,1,0.555,1,0.6,-0.280701754
2,princeton,2012,North Carolina State,0,-2,58,60,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,12,0.642,31,0.484,Mitch Henderson,1,0.555,1,0.6,-0.034482759
3,princeton,2012,Buffalo,0,8,61,53,1,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,12,12,0.642,34,0.588,Mitch Henderson,1,0.555,1,0.6,0.131147541
4,princeton,2012,Elon,0,-1,55,56,1,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,12,12,0.642,31,0.452,Mitch Henderson,1,0.555,1,0.6,-0.018181818
5,princeton,2012,Bucknell,0,-6,56,62,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,8,0.6,34,0.735,Mitch Henderson,1,0.555,1,0.6,-0.107142857
6,princeton,2012,Morehead State,0,-12,56,68,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,0,11,0.64,35,0.714,Mitch Henderson,1,0.555,1,0.6,-0.214285714
7,princeton,2012,West Alabama,0,24,66,42,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,0,0,0,0,0,Mitch Henderson,1,0.555,1,0.6,0.363636364
8,princeton,2012,Lafayette,0,15,69,54,1,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,12,8,0.6,32,0.406,Mitch Henderson,1,0.555,1,0.6,0.217391304
9,princeton,2012,Rutgers,0,2,59,57,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,16,0.626,32,0.469,Mitch Henderson,1,0.555,1,0.6,0.033898305
10,princeton,2012,Drexel,0,-4,60,64,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,12,0.642,31,0.677,Mitch Henderson,1,0.555,1,0.6,-0.066666667
11,princeton,2012,Rider,0,1,72,71,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,10,0.597,34,0.676,Mitch Henderson,1,0.555,1,0.6,0.013888889
12,princeton,2012,Northeastern,0,9,71,62,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,12,0.642,31,0.355,Mitch Henderson,1,0.555,1,0.6,0.126760563
13,princeton,2012,Siena,0,-4,59,63,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,10,0.597,31,0.419,Mitch Henderson,1,0.555,1,0.6,-0.06779661
14,princeton,2012,Florida State,0,2,75,73,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,12,0.642,34,0.676,Mitch Henderson,1,0.555,1,0.6,0.026666667
15,princeton,2012,Florida A&amp;M,0,15,76,61,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,1,13,0.618,0,0,Mitch Henderson,1,0.555,1,0.6,0.197368421
16,princeton,2012,College of New Jersey,0,11,79,68,1,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,1,12,0,0,0,0,Mitch Henderson,1,0.555,1,0.6,0.139240506
17,princeton,2012,Cornell,1,-8,59,67,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,2,1,8,0.6,28,0.357,Mitch Henderson,1,0.555,1,0.6,-0.13559322
18,princeton,2012,Columbia,1,4,62,58,0,0.124444444,0.506666667,0.737777778,0.231111111,0.48,0.391111111,2,1,8,0.6,28,0.536,Mitch Henderson,1,0.555,1,0.6,0.064516129
