Game,School,Year,opp_name,same_conf,outcome,pts,opp_pts,home_game,height_diversity,ethnic_diversity,region_diversity,class_diversity,school_diversity,degree_diversity,experience_with_opponent,experience_in_arena,conference_size,conf_wl,opp_games_played,opponent_win_loss,Coach_Name,Coaching_Years,Coach_Win_Loss_Perc,Coach_NCAA_appear,Team_Comp_Change,Percentage_Dif_Points
19,cornell,2006,Dartmouth,1,16,63,47,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,27,0.37,Steve Donahue,6,0.333,0,0.4211,0.253968254
20,cornell,2006,Harvard,1,2,79,77,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,27,0.444,Steve Donahue,6,0.333,0,0.4211,0.025316456
21,cornell,2006,Brown,1,4,63,59,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,28,0.429,Steve Donahue,6,0.333,0,0.4211,0.063492063
22,cornell,2006,Yale,1,-9,65,74,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,27,0.407,Steve Donahue,6,0.333,0,0.4211,-0.138461538
23,cornell,2006,Princeton,1,-8,68,76,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,28,0.536,Steve Donahue,6,0.333,0,0.4211,-0.117647059
24,cornell,2006,Pennsylvania,1,-11,56,67,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,29,0.69,Steve Donahue,6,0.333,0,0.4211,-0.196428571
25,cornell,2006,Yale,1,4,68,64,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,27,0.407,Steve Donahue,6,0.333,0,0.4211,0.058823529
26,cornell,2006,Brown,1,-5,64,69,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,28,0.429,Steve Donahue,6,0.333,0,0.4211,-0.078125
27,cornell,2006,Harvard,1,27,71,44,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,27,0.444,Steve Donahue,6,0.333,0,0.4211,0.38028169
28,cornell,2006,Dartmouth,1,4,64,60,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,27,0.37,Steve Donahue,6,0.333,0,0.4211,0.0625
1,cornell,2007,Northwestern,0,3,64,61,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,11,0.64,29,0.483,Steve Donahue,7,0.356,0,0.45,0.046875
2,cornell,2007,Stony Brook,0,4,76,72,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,9,0.583,28,0.143,Steve Donahue,7,0.356,0,0.45,0.052631579
3,cornell,2007,Lehigh,0,-19,71,90,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,8,0.6,31,0.613,Steve Donahue,7,0.356,0,0.45,-0.267605634
4,cornell,2007,Army,0,9,65,56,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,8,0.6,27,0.185,Steve Donahue,7,0.356,0,0.45,0.138461538
5,cornell,2007,Binghamton,0,-1,56,57,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,9,0.583,29,0.552,Steve Donahue,7,0.356,0,0.45,-0.017857143
6,cornell,2007,Hartford,0,-2,61,63,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,9,0.583,28,0.464,Steve Donahue,7,0.356,0,0.45,-0.032786885
7,cornell,2007,Virginia Military Institute,0,5,99,94,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,2,8,0.6,0,0,Steve Donahue,7,0.356,0,0.45,0.050505051
8,cornell,2007,William &amp; Mary,0,-5,68,73,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,2,12,0.642,0,0,Steve Donahue,7,0.356,0,0.45,-0.073529412
9,cornell,2007,Bucknell,0,-4,66,70,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,8,0.6,32,0.844,Steve Donahue,7,0.356,0,0.45,-0.060606061
10,cornell,2007,Albany (NY),0,-3,75,78,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,9,0.583,32,0.656,Steve Donahue,7,0.356,0,0.45,-0.04
11,cornell,2007,Iowa,0,-15,50,65,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,11,0.64,34,0.735,Steve Donahue,7,0.356,0,0.45,-0.3
12,cornell,2007,Colgate,0,11,64,53,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,8,0.6,29,0.345,Steve Donahue,7,0.356,0,0.45,0.171875
13,cornell,2007,Ithaca,0,33,80,47,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,0,0,0,0,Steve Donahue,7,0.356,0,0.45,0.4125
14,cornell,2007,NJIT,0,11,69,58,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,4,0.596,0,0,Steve Donahue,7,0.356,0,0.45,0.15942029
15,cornell,2007,Pennsylvania,1,-18,56,74,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,29,0.69,Steve Donahue,7,0.356,0,0.45,-0.321428571
16,cornell,2007,Princeton,1,20,55,35,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.444,Steve Donahue,7,0.356,0,0.45,0.363636364
17,cornell,2007,Columbia,1,4,49,45,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.407,Steve Donahue,7,0.356,0,0.45,0.081632653
18,cornell,2007,Columbia,1,5,56,51,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.407,Steve Donahue,7,0.356,0,0.45,0.089285714
19,cornell,2007,Dartmouth,1,13,74,61,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.222,Steve Donahue,7,0.356,0,0.45,0.175675676
20,cornell,2007,Harvard,1,-1,64,65,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.481,Steve Donahue,7,0.356,0,0.45,-0.015625
21,cornell,2007,Brown,1,2,61,59,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.37,Steve Donahue,7,0.356,0,0.45,0.032786885
22,cornell,2007,Yale,1,1,60,59,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,29,0.517,Steve Donahue,7,0.356,0,0.45,0.016666667
23,cornell,2007,Princeton,1,7,57,50,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.444,Steve Donahue,7,0.356,0,0.45,0.122807018
24,cornell,2007,Pennsylvania,1,-12,71,83,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,29,0.69,Steve Donahue,7,0.356,0,0.45,-0.169014085
25,cornell,2007,Yale,1,-13,55,68,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,29,0.517,Steve Donahue,7,0.356,0,0.45,-0.236363636
26,cornell,2007,Brown,1,12,79,67,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.37,Steve Donahue,7,0.356,0,0.45,0.151898734
27,cornell,2007,Harvard,1,-6,79,85,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.481,Steve Donahue,7,0.356,0,0.45,-0.075949367
28,cornell,2007,Dartmouth,1,23,76,53,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.222,Steve Donahue,7,0.356,0,0.45,0.302631579
1,cornell,2008,Lehigh,0,4,87,83,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,8,0.6,31,0.387,Steve Donahue,8,0.387,0,0.4762,0.045977011
2,cornell,2008,Ohio,0,-13,89,102,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,12,0.642,32,0.594,Steve Donahue,8,0.387,0,0.4762,-0.146067416
3,cornell,2008,Army,0,15,93,78,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,8,0.6,31,0.484,Steve Donahue,8,0.387,0,0.4762,0.161290323
4,cornell,2008,Siena,0,6,83,77,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,10,0.597,32,0.625,Steve Donahue,8,0.387,0,0.4762,0.072289157
5,cornell,2008,Binghamton,0,5,73,68,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,9,0.583,29,0.448,Steve Donahue,8,0.387,0,0.4762,0.068493151
6,cornell,2008,Colgate,0,-3,73,76,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,8,0.6,29,0.345,Steve Donahue,8,0.387,0,0.4762,-0.04109589
7,cornell,2008,Bucknell,0,-13,75,88,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,8,0.6,31,0.71,Steve Donahue,8,0.387,0,0.4762,-0.173333333
8,cornell,2008,Syracuse,0,-16,64,80,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,16,0.626,35,0.686,Steve Donahue,8,0.387,0,0.4762,-0.25
9,cornell,2008,Stony Brook,0,16,66,50,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,9,0.583,29,0.31,Steve Donahue,8,0.387,0,0.4762,0.242424242
10,cornell,2008,Quinnipiac,0,2,86,84,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,11,0.64,29,0.483,Steve Donahue,8,0.387,0,0.4762,0.023255814
11,cornell,2008,Duke,0,-14,67,81,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,12,0.642,33,0.667,Steve Donahue,8,0.387,0,0.4762,-0.208955224
12,cornell,2008,Alvernia,0,45,91,46,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,0,0,0,0,Steve Donahue,8,0.387,0,0.4762,0.494505495
13,cornell,2008,NJIT,0,31,64,33,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,4,0.596,0,0,Steve Donahue,8,0.387,0,0.4762,0.484375
14,cornell,2008,Columbia,1,6,70,64,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,28,0.571,Steve Donahue,8,0.387,0,0.4762,0.085714286
15,cornell,2008,Columbia,1,18,72,54,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,28,0.571,Steve Donahue,8,0.387,0,0.4762,0.25
16,cornell,2008,Brown,1,11,75,64,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,29,0.379,Steve Donahue,8,0.387,0,0.4762,0.146666667
17,cornell,2008,Yale,1,21,66,45,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,27,0.519,Steve Donahue,8,0.387,0,0.4762,0.318181818
18,cornell,2008,Princeton,1,11,72,61,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,28,0.393,Steve Donahue,8,0.387,0,0.4762,0.152777778
19,cornell,2008,Pennsylvania,1,13,87,74,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,31,0.71,Steve Donahue,8,0.387,0,0.4762,0.149425287
20,cornell,2008,Harvard,1,1,72,71,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,28,0.429,Steve Donahue,8,0.387,0,0.4762,0.013888889
21,cornell,2008,Dartmouth,1,10,73,63,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,27,0.333,Steve Donahue,8,0.387,0,0.4762,0.136986301
22,cornell,2008,Yale,1,20,85,65,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,27,0.519,Steve Donahue,8,0.387,0,0.4762,0.235294118
23,cornell,2008,Brown,1,9,74,65,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,29,0.379,Steve Donahue,8,0.387,0,0.4762,0.121621622
24,cornell,2008,Dartmouth,1,16,75,59,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,27,0.333,Steve Donahue,8,0.387,0,0.4762,0.213333333
25,cornell,2008,Harvard,1,33,86,53,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,28,0.429,Steve Donahue,8,0.387,0,0.4762,0.38372093
26,cornell,2008,Pennsylvania,1,2,94,92,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,31,0.71,Steve Donahue,8,0.387,0,0.4762,0.021276596
27,cornell,2008,Princeton,1,7,71,64,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,28,0.393,Steve Donahue,8,0.387,0,0.4762,0.098591549
28,cornell,2008,Stanford,0,-24,53,77,0,0.095,0.27,0.74,0.605,0.455,0.735,1,0,0,0,31,0.581,Steve Donahue,8,0.387,0,0.4762,-0.452830189
1,cornell,2009,South Dakota,0,10,79,69,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,0,0,0,0,Steve Donahue,9,0.438,1,0.65,0.126582278
2,cornell,2009,St. John's (NY),0,-11,75,86,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,16,0.626,30,0.367,Steve Donahue,9,0.438,1,0.65,-0.146666667
3,cornell,2009,Loyola (MD),0,10,82,72,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,10,0.597,33,0.576,Steve Donahue,9,0.438,1,0.65,0.12195122
4,cornell,2009,Siena,0,-18,56,74,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,10,0.597,34,0.676,Steve Donahue,9,0.438,1,0.65,-0.321428571
5,cornell,2009,Loyola (IL),0,25,78,53,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,10,0.597,31,0.387,Steve Donahue,9,0.438,1,0.65,0.320512821
6,cornell,2009,Eastern Michigan,0,13,67,54,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,12,0.642,31,0.452,Steve Donahue,9,0.438,1,0.65,0.194029851
7,cornell,2009,Indiana,0,-15,57,72,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,11,0.64,33,0.758,Steve Donahue,9,0.438,1,0.65,-0.263157895
8,cornell,2009,Syracuse,0,-10,78,88,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,16,0.626,35,0.6,Steve Donahue,9,0.438,1,0.65,-0.128205128
9,cornell,2009,Minnesota,0,-17,54,71,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,11,0.64,34,0.588,Steve Donahue,9,0.438,1,0.65,-0.314814815
10,cornell,2009,La Salle,0,9,79,70,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,14,0.631,32,0.469,Steve Donahue,9,0.438,1,0.65,0.113924051
11,cornell,2009,Saint Joseph's,0,-4,67,71,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,14,0.631,34,0.618,Steve Donahue,9,0.438,1,0.65,-0.059701493
12,cornell,2009,Boston University,0,30,89,59,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,9,0.583,31,0.452,Steve Donahue,9,0.438,1,0.65,0.337078652
13,cornell,2009,Quinnipiac,0,3,73,70,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,11,0.64,30,0.5,Steve Donahue,9,0.438,1,0.65,0.04109589
14,cornell,2009,Ursinus,0,54,99,45,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,0,0,0,0,Steve Donahue,9,0.438,1,0.65,0.545454545
15,cornell,2009,Bucknell,0,11,75,64,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,8,0.6,31,0.387,Steve Donahue,9,0.438,1,0.65,0.146666667
16,cornell,2009,Bryant,0,23,69,46,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,4,0.596,0,0,Steve Donahue,9,0.438,1,0.65,0.333333333
17,cornell,2009,Columbia,1,12,71,59,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,29,0.483,Steve Donahue,9,0.438,1,0.65,0.169014085
18,cornell,2009,Columbia,1,11,83,72,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,29,0.483,Steve Donahue,9,0.438,1,0.65,0.13253012
19,cornell,2009,Brown,1,32,90,58,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,29,0.655,Steve Donahue,9,0.438,1,0.65,0.355555556
20,cornell,2009,Yale,1,28,64,36,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,28,0.464,Steve Donahue,9,0.438,1,0.65,0.4375
21,cornell,2009,Princeton,1,-20,41,61,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,29,0.207,Steve Donahue,9,0.438,1,0.65,-0.487804878
22,cornell,2009,Pennsylvania,1,15,88,73,0,0.095,0.48,0.69,0.405,0.5,0.75,2,2,8,0.6,31,0.419,Steve Donahue,9,0.438,1,0.65,0.170454545
23,cornell,2009,Harvard,1,21,96,75,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,30,0.267,Steve Donahue,9,0.438,1,0.65,0.21875
24,cornell,2009,Dartmouth,1,3,79,76,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,28,0.357,Steve Donahue,9,0.438,1,0.65,0.037974684
25,cornell,2009,Yale,1,-12,60,72,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,28,0.464,Steve Donahue,9,0.438,1,0.65,-0.2
26,cornell,2009,Brown,1,40,85,45,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,29,0.655,Steve Donahue,9,0.438,1,0.65,0.470588235
27,cornell,2009,Dartmouth,1,18,75,57,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,28,0.357,Steve Donahue,9,0.438,1,0.65,0.24
28,cornell,2009,Harvard,1,-1,70,71,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,30,0.267,Steve Donahue,9,0.438,1,0.65,-0.014285714
29,cornell,2009,Pennsylvania,1,25,83,58,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,31,0.419,Steve Donahue,9,0.438,1,0.65,0.301204819
30,cornell,2009,Princeton,1,9,60,51,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,29,0.207,Steve Donahue,9,0.438,1,0.65,0.15
31,cornell,2009,Missouri,0,-19,59,78,0,0.095,0.48,0.69,0.405,0.5,0.75,1,0,12,0.642,32,0.5,Steve Donahue,9,0.438,1,0.65,-0.322033898
1,cornell,2010,Alabama,0,4,71,67,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,12,0.642,32,0.563,Steve Donahue,10,0.468,2,0.44,0.056338028
2,cornell,2010,Massachusetts,0,13,74,61,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,14,0.631,30,0.4,Steve Donahue,10,0.468,2,0.44,0.175675676
3,cornell,2010,Seton Hall,0,-10,79,89,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,16,0.626,32,0.531,Steve Donahue,10,0.468,2,0.44,-0.126582278
4,cornell,2010,Syracuse,0,-15,73,88,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,2,16,0.626,38,0.737,Steve Donahue,10,0.468,2,0.44,-0.205479452
5,cornell,2010,Toledo,0,18,78,60,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,3,12,0.642,32,0.219,Steve Donahue,10,0.468,2,0.44,0.230769231
6,cornell,2010,Vermont,0,8,67,59,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,3,9,0.583,33,0.727,Steve Donahue,10,0.468,2,0.44,0.119402985
7,cornell,2010,Drexel,0,7,61,54,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,12,0.642,29,0.517,Steve Donahue,10,0.468,2,0.44,0.114754098
8,cornell,2010,Bucknell,0,6,104,98,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,8,0.6,30,0.233,Steve Donahue,10,0.468,2,0.44,0.057692308
9,cornell,2010,Saint Joseph's,0,12,78,66,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,14,0.631,32,0.531,Steve Donahue,10,0.468,2,0.44,0.153846154
10,cornell,2010,Davidson,0,3,91,88,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,2,12,0.642,35,0.771,Steve Donahue,10,0.468,2,0.44,0.032967033
11,cornell,2010,St. John's (NY),0,5,71,66,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,2,16,0.626,34,0.471,Steve Donahue,10,0.468,2,0.44,0.070422535
12,cornell,2010,La Salle,0,3,78,75,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,14,0.631,31,0.581,Steve Donahue,10,0.468,2,0.44,0.038461538
13,cornell,2010,Penn State-Behrend,0,24,73,49,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,0,0,0,0,Steve Donahue,10,0.468,2,0.44,0.328767123
14,cornell,2010,Bryant,0,26,75,49,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,11,0.64,0,0,Steve Donahue,10,0.468,2,0.44,0.346666667
15,cornell,2010,Kansas,0,-5,66,71,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,12,0.642,35,0.771,Steve Donahue,10,0.468,2,0.44,-0.075757576
16,cornell,2010,South Dakota,0,6,71,65,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,4,0.596,0,0,Steve Donahue,10,0.468,2,0.44,0.084507042
17,cornell,2010,Clarkson,0,45,82,37,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,0,0,0,0,Steve Donahue,10,0.468,2,0.44,0.548780488
18,cornell,2010,Columbia,1,21,74,53,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.429,Steve Donahue,10,0.468,2,0.44,0.283783784
19,cornell,2010,Columbia,1,26,77,51,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.429,Steve Donahue,10,0.468,2,0.44,0.337662338
20,cornell,2010,Dartmouth,1,34,71,37,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.321,Steve Donahue,10,0.468,2,0.44,0.478873239
21,cornell,2010,Harvard,1,36,86,50,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.5,Steve Donahue,10,0.468,2,0.44,0.418604651
22,cornell,2010,Yale,1,19,90,71,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.464,Steve Donahue,10,0.468,2,0.44,0.211111111
23,cornell,2010,Brown,1,14,74,60,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.321,Steve Donahue,10,0.468,2,0.44,0.189189189
24,cornell,2010,Pennsylvania,1,-15,64,79,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,3,8,0.6,28,0.357,Steve Donahue,10,0.468,2,0.44,-0.234375
25,cornell,2010,Princeton,1,3,48,45,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,27,0.481,Steve Donahue,10,0.468,2,0.44,0.0625
26,cornell,2010,Harvard,1,9,79,70,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.5,Steve Donahue,10,0.468,2,0.44,0.113924051
27,cornell,2010,Dartmouth,1,18,88,70,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.321,Steve Donahue,10,0.468,2,0.44,0.204545455
28,cornell,2010,Princeton,1,3,50,47,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,27,0.481,Steve Donahue,10,0.468,2,0.44,0.06
29,cornell,2010,Pennsylvania,1,20,68,48,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.357,Steve Donahue,10,0.468,2,0.44,0.294117647
30,cornell,2010,Brown,1,19,95,76,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.321,Steve Donahue,10,0.468,2,0.44,0.2
31,cornell,2010,Yale,1,20,79,59,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.464,Steve Donahue,10,0.468,2,0.44,0.253164557
32,cornell,2010,Temple,0,13,78,65,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,0,14,0.631,34,0.647,Steve Donahue,10,0.468,2,0.44,0.166666667
33,cornell,2010,Wisconsin,0,18,87,69,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,0,11,0.64,33,0.606,Steve Donahue,10,0.468,2,0.44,0.206896552
34,cornell,2010,Kentucky,0,-17,45,62,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,2,12,0.642,36,0.611,Steve Donahue,10,0.468,2,0.44,-0.377777778
1,cornell,2011,Albany (NY),0,4,65,61,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,9,0.583,32,0.219,Bill Courtney,1,0.514,3,0.44,0.061538462
2,cornell,2011,Seton Hall,0,-24,68,92,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,16,0.626,32,0.594,Bill Courtney,1,0.514,3,0.44,-0.352941176
3,cornell,2011,Delaware,0,14,75,61,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,12,12,0.642,31,0.226,Bill Courtney,1,0.514,3,0.44,0.186666667
4,cornell,2011,St. Bonaventure,0,-2,54,56,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,12,14,0.631,31,0.484,Bill Courtney,1,0.514,3,0.44,-0.037037037
5,cornell,2011,Lehigh,0,-3,57,60,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,8,0.6,33,0.667,Bill Courtney,1,0.514,3,0.44,-0.052631579
6,cornell,2011,Boston University,0,-5,61,66,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,9,0.583,35,0.6,Bill Courtney,1,0.514,3,0.44,-0.081967213
7,cornell,2011,Syracuse,0,-20,58,78,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,16,0.626,35,0.857,Bill Courtney,1,0.514,3,0.44,-0.344827586
8,cornell,2011,Minnesota,0,-5,66,71,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,11,0.64,35,0.6,Bill Courtney,1,0.514,3,0.44,-0.075757576
9,cornell,2011,Binghamton,0,-1,68,69,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,9,0.583,31,0.419,Bill Courtney,1,0.514,3,0.44,-0.014705882
10,cornell,2011,Bucknell,0,-11,64,75,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,12,8,0.6,31,0.452,Bill Courtney,1,0.514,3,0.44,-0.171875
11,cornell,2011,New Hampshire,0,-2,66,68,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,2,9,0.583,30,0.433,Bill Courtney,1,0.514,3,0.44,-0.03030303
12,cornell,2011,Wofford,0,6,86,80,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,2,12,0.642,35,0.743,Bill Courtney,1,0.514,3,0.44,0.069767442
